Col1,Col2,Col3,Col4,Col5
91.7273,0.00261261,,-0.00261261,0.0109215
91.8364,0.00261404,,-0.00261404,0.0109215
91.9429,0.00261785,,-0.00261785,0.0109215
92.0519,0.00261642,,-0.00261642,0.0109215
92.1584,0.00261308,,-0.00261308,0.0109215
92.2649,0.00261022,,-0.00261022,0.0109215
92.3714,0.00261022,,-0.00261022,0.0109215
92.4753,0.00260927,,-0.00260927,0.0109215
92.5792,0.00260259,,-0.00260259,0.0109215
92.6805,0.00260927,,-0.00260927,0.0109215
92.7844,0.00261737,,-0.00261737,0.0109215
92.8857,0.00262119,,-0.00262119,0.0109215
92.9922,0.0026312,,-0.0026312,0.0109215
93.0961,0.00263883,,-0.00263883,0.0109215
93.2078,0.00262357,,-0.00262357,0.0109215
93.3273,0.00263502,,-0.00263502,0.0109215
93.4364,0.00264598,,-0.00264598,0.0109215
93.5429,0.00264551,,-0.00264551,0.0109215
93.6494,0.00264503,,-0.00264503,0.0109215
93.7532,0.00265028,,-0.00265028,0.0109215
93.8779,0.00264598,,-0.00264598,0.0109215
94.0026,0.00266077,,-0.00266077,0.0109215
94.1039,0.00266077,,-0.00266077,0.0109215
94.2286,0.00265075,,-0.00265075,0.0109215
94.3299,0.00264885,,-0.00264885,0.0109215
94.4312,0.00263835,,-0.00263835,0.0109215
94.5481,0.00265171,,-0.00265171,0.0109215
94.6779,0.00264026,,-0.00264026,0.0109215
94.7792,0.00264503,,-0.00264503,0.0109215
94.8961,0.00263263,,-0.00263263,0.0109215
95.0052,0.00263025,,-0.00263025,0.0109215
95.1221,0.00264312,,-0.00264312,0.0109215
95.2312,0.00264503,,-0.00264503,0.0109215
95.3403,0.00263979,,-0.00263979,0.0109215
95.4545,0.00264789,,-0.00264789,0.0109215
95.5636,0.00263406,,-0.00263406,0.0109215
95.6649,0.00264694,,-0.00264694,0.0109215
95.7688,0.00265886,,-0.00265886,0.0109215
95.8779,0.00265123,,-0.00265123,0.0109215
95.9818,0.00264122,,-0.00264122,0.0109215
96.1195,0.00264312,,-0.00264312,0.0109215
96.226,0.00263883,,-0.00263883,0.0109215
96.3636,0.00263692,,-0.00263692,0.0109215
96.5039,0.0026498,,-0.0026498,0.0109215
96.639,0.00264741,,-0.00264741,0.0109215
96.7455,0.002656,,-0.002656,0.0109215
96.8779,0.00266124,,-0.00266124,0.0109215
96.9818,0.00266506,,-0.00266506,0.0109215
97.1117,0.00267364,,-0.00267364,0.0109215
97.2468,0.00266935,,-0.00266935,0.0109215
97.3714,0.00268413,,-0.00268413,0.0109215
97.4753,0.00267889,,-0.00267889,0.0109215
97.6026,0.00267507,,-0.00267507,0.0109215
97.7299,0.00268222,,-0.00268222,0.0109215
97.8571,0.00268938,,-0.00268938,0.0109215
97.9896,0.00268652,,-0.00268652,0.0109215
98.1169,0.00269033,,-0.00269033,0.0109215
98.2442,0.00269224,,-0.00269224,0.0109215
98.3714,0.00269653,,-0.00269653,0.0109215
98.4961,0.00270225,,-0.00270225,0.0109215
98.626,0.00270702,,-0.00270702,0.0109215
98.7532,0.00270177,,-0.00270177,0.0109215
98.8779,0.00270464,,-0.00270464,0.0109215
98.9974,0.00269796,,-0.00269796,0.0109215
99.0987,0.0027075,,-0.0027075,0.0109215
99.226,0.00270273,,-0.00270273,0.0109215
99.3506,0.00270273,,-0.00270273,0.0109215
99.4753,0.00270034,,-0.00270034,0.0109215
99.5766,0.0027013,,-0.0027013,0.0109215
99.6961,0.00270988,,-0.00270988,0.0109215
99.813,0.00269796,,-0.00269796,0.0109215
99.9377,0.00270845,,-0.00270845,0.0109215
100.065,0.00271083,,-0.00271083,0.0109215
100.187,0.00271894,,-0.00271894,0.0109215
100.312,0.00271656,,-0.00271656,0.0109215
100.429,0.00271751,,-0.00271751,0.0109215
100.551,0.00272562,,-0.00272562,0.0109215
100.678,0.00272562,,-0.00272562,0.0109215
100.797,0.0027342,,-0.0027342,0.0109215
100.922,0.00272705,,-0.00272705,0.0109215
101.049,0.00272562,,-0.00272562,0.0109215
101.171,0.00273229,,-0.00273229,0.0109215
101.286,0.0027404,,-0.0027404,0.0109215
101.403,0.00273086,,-0.00273086,0.0109215
101.525,0.00273325,,-0.00273325,0.0109215
101.649,0.00274087,,-0.00274087,0.0109215
101.769,0.00273754,,-0.00273754,0.0109215
101.894,0.00274231,,-0.00274231,0.0109215
102.005,0.00275947,,-0.00275947,0.0109215
102.127,0.0027528,,-0.0027528,0.0109215
102.252,0.00277378,,-0.00277378,0.0109215
102.377,0.00277664,,-0.00277664,0.0109215
102.491,0.00277425,,-0.00277425,0.0109215
102.613,0.00277139,,-0.00277139,0.0109215
102.735,0.00275756,,-0.00275756,0.0109215
102.844,0.0027609,,-0.0027609,0.0109215
102.956,0.00278045,,-0.00278045,0.0109215
103.078,0.00278522,,-0.00278522,0.0109215
103.195,0.00278856,,-0.00278856,0.0109215
103.317,0.00279237,,-0.00279237,0.0109215
103.431,0.0028,,-0.0028,0.0109215
103.548,0.0028062,,-0.0028062,0.0109215
103.665,0.00279476,,-0.00279476,0.0109215
103.779,0.00278856,,-0.00278856,0.0109215
103.896,0.00278808,,-0.00278808,0.0109215
104.013,0.00280096,,-0.00280096,0.0109215
104.13,0.00280191,,-0.00280191,0.0109215
104.247,0.00281526,,-0.00281526,0.0109215
104.356,0.00280954,,-0.00280954,0.0109215
104.478,0.00281622,,-0.00281622,0.0109215
104.592,0.00281908,,-0.00281908,0.0109215
104.709,0.00281812,,-0.00281812,0.0109215
104.821,0.00282718,,-0.00282718,0.0109215
104.943,0.00282957,,-0.00282957,0.0109215
105.049,0.00283815,,-0.00283815,0.0109215
105.164,0.00283577,,-0.00283577,0.0109215
105.281,0.00283815,,-0.00283815,0.0109215
105.392,0.00283958,,-0.00283958,0.0109215
105.504,0.00283481,,-0.00283481,0.0109215
105.613,0.00282623,,-0.00282623,0.0109215
105.727,0.00282384,,-0.00282384,0.0109215
105.839,0.00282146,,-0.00282146,0.0109215
105.951,0.00281288,,-0.00281288,0.0109215
106.062,0.00282766,,-0.00282766,0.0109215
106.182,0.00282909,,-0.00282909,0.0109215
106.291,0.00283243,,-0.00283243,0.0109215
106.405,0.00283529,,-0.00283529,0.0109215
106.514,0.00283577,,-0.00283577,0.0109215
106.623,0.00283004,,-0.00283004,0.0109215
106.735,0.00283481,,-0.00283481,0.0109215
106.842,0.00283386,,-0.00283386,0.0109215
106.951,0.00283577,,-0.00283577,0.0109215
107.06,0.00284626,,-0.00284626,0.0109215
107.166,0.00285055,,-0.00285055,0.0109215
107.273,0.0028453,,-0.0028453,0.0109215
107.377,0.0028391,,-0.0028391,0.0109215
107.481,0.00283863,,-0.00283863,0.0109215
107.587,0.00284244,,-0.00284244,0.0109215
107.691,0.00284149,,-0.00284149,0.0109215
107.813,0.00283338,,-0.00283338,0.0109215
107.919,0.00284816,,-0.00284816,0.0109215
108.029,0.00286008,,-0.00286008,0.0109215
108.135,0.00285627,,-0.00285627,0.0109215
108.239,0.00285389,,-0.00285389,0.0109215
108.345,0.00285293,,-0.00285293,0.0109215
108.473,0.00286771,,-0.00286771,0.0109215
108.579,0.00284626,,-0.00284626,0.0109215
108.686,0.00285245,,-0.00285245,0.0109215
108.787,0.00286199,,-0.00286199,0.0109215
108.891,0.00288107,,-0.00288107,0.0109215
109.013,0.00288583,,-0.00288583,0.0109215
109.135,0.00291015,,-0.00291015,0.0109215
109.257,0.00291778,,-0.00291778,0.0109215
109.379,0.00290634,,-0.00290634,0.0109215
109.499,0.00291874,,-0.00291874,0.0109215
109.6,0.0029092,,-0.0029092,0.0109215
109.725,0.00291492,,-0.00291492,0.0109215
109.844,0.00291778,,-0.00291778,0.0109215
109.969,0.00293161,,-0.00293161,0.0109215
110.088,0.00294019,,-0.00294019,0.0109215
110.213,0.00293018,,-0.00293018,0.0109215
110.338,0.00291778,,-0.00291778,0.0109215
110.457,0.00293829,,-0.00293829,0.0109215
110.582,0.00292255,,-0.00292255,0.0109215
110.701,0.00294687,,-0.00294687,0.0109215
110.818,0.00295831,,-0.00295831,0.0109215
110.932,0.0029545,,-0.0029545,0.0109215
111.057,0.00294973,,-0.00294973,0.0109215
111.177,0.00296022,,-0.00296022,0.0109215
111.291,0.00296737,,-0.00296737,0.0109215
111.408,0.00298215,,-0.00298215,0.0109215
111.519,0.00297882,,-0.00297882,0.0109215
111.621,0.00298359,,-0.00298359,0.0109215
111.738,0.00299884,,-0.00299884,0.0109215
111.852,0.00300647,,-0.00300647,0.0109215
111.971,0.00299741,,-0.00299741,0.0109215
112.083,0.00299646,,-0.00299646,0.0109215
112.197,0.00299694,,-0.00299694,0.0109215
112.309,0.0029936,,-0.0029936,0.0109215
112.423,0.00300027,,-0.00300027,0.0109215
112.532,0.00299884,,-0.00299884,0.0109215
112.647,0.00300266,,-0.00300266,0.0109215
112.764,0.00301839,,-0.00301839,0.0109215
112.875,0.00304128,,-0.00304128,0.0109215
112.99,0.00305559,,-0.00305559,0.0109215
113.109,0.00305654,,-0.00305654,0.0109215
113.221,0.00304843,,-0.00304843,0.0109215
113.332,0.00305893,,-0.00305893,0.0109215
113.447,0.0030656,,-0.0030656,0.0109215
113.564,0.00307561,,-0.00307561,0.0109215
113.675,0.00307418,,-0.00307418,0.0109215
113.782,0.00307657,,-0.00307657,0.0109215
113.891,0.00309373,,-0.00309373,0.0109215
114.005,0.00308229,,-0.00308229,0.0109215
114.114,0.00309564,,-0.00309564,0.0109215
114.226,0.00309564,,-0.00309564,0.0109215
114.335,0.00309946,,-0.00309946,0.0109215
114.442,0.00310518,,-0.00310518,0.0109215
114.551,0.00310756,,-0.00310756,0.0109215
114.673,0.00312854,,-0.00312854,0.0109215
114.774,0.00311424,,-0.00311424,0.0109215
114.875,0.00311853,,-0.00311853,0.0109215
114.984,0.00312616,,-0.00312616,0.0109215
115.088,0.00312854,,-0.00312854,0.0109215
115.197,0.0031314,,-0.0031314,0.0109215
115.317,0.00314189,,-0.00314189,0.0109215
115.434,0.00313903,,-0.00313903,0.0109215
115.545,0.00315382,,-0.00315382,0.0109215
115.649,0.00315763,,-0.00315763,0.0109215
115.753,0.00315954,,-0.00315954,0.0109215
115.868,0.00315954,,-0.00315954,0.0109215
115.99,0.00314952,,-0.00314952,0.0109215
116.104,0.00314857,,-0.00314857,0.0109215
116.205,0.00314857,,-0.00314857,0.0109215
116.312,0.00316621,,-0.00316621,0.0109215
116.416,0.00318195,,-0.00318195,0.0109215
116.517,0.00320245,,-0.00320245,0.0109215
116.621,0.00321104,,-0.00321104,0.0109215
116.725,0.0032139,,-0.0032139,0.0109215
116.826,0.00321485,,-0.00321485,0.0109215
116.932,0.00321294,,-0.00321294,0.0109215
117.036,0.00322439,,-0.00322439,0.0109215
117.143,0.00324012,,-0.00324012,0.0109215
117.249,0.00324298,,-0.00324298,0.0109215
117.353,0.00326826,,-0.00326826,0.0109215
117.455,0.00327255,,-0.00327255,0.0109215
117.574,0.00328733,,-0.00328733,0.0109215
117.675,0.0033002,,-0.0033002,0.0109215
117.784,0.00327493,,-0.00327493,0.0109215
117.901,0.00327446,,-0.00327446,0.0109215
118.016,0.0032859,,-0.0032859,0.0109215
118.119,0.00327636,,-0.00327636,0.0109215
118.221,0.00329353,,-0.00329353,0.0109215
118.327,0.00329544,,-0.00329544,0.0109215
118.436,0.0032859,,-0.0032859,0.0109215
118.545,0.00329258,,-0.00329258,0.0109215
118.647,0.00329401,,-0.00329401,0.0109215
118.761,0.00330879,,-0.00330879,0.0109215
118.87,0.00333549,,-0.00333549,0.0109215
118.982,0.00334026,,-0.00334026,0.0109215
119.083,0.0033498,,-0.0033498,0.0109215
119.19,0.00336458,,-0.00336458,0.0109215
119.296,0.00338365,,-0.00338365,0.0109215
119.416,0.00339986,,-0.00339986,0.0109215
119.532,0.00340416,,-0.00340416,0.0109215
119.655,0.00341322,,-0.00341322,0.0109215
119.756,0.00342084,,-0.00342084,0.0109215
119.865,0.00342466,,-0.00342466,0.0109215
119.966,0.00343467,,-0.00343467,0.0109215
120.075,0.00343706,,-0.00343706,0.0109215
120.197,0.00343849,,-0.00343849,0.0109215
120.301,0.00344469,,-0.00344469,0.0109215
120.413,0.00344087,,-0.00344087,0.0109215
120.53,0.0034299,,-0.0034299,0.0109215
120.649,0.00344087,,-0.00344087,0.0109215
120.769,0.00343324,,-0.00343324,0.0109215
120.901,0.00343753,,-0.00343753,0.0109215
121.021,0.0034485,,-0.0034485,0.0109215
121.148,0.00345661,,-0.00345661,0.0109215
121.273,0.00345613,,-0.00345613,0.0109215
121.397,0.00347282,,-0.00347282,0.0109215
121.519,0.00347902,,-0.00347902,0.0109215
121.647,0.00348093,,-0.00348093,0.0109215
121.777,0.00349523,,-0.00349523,0.0109215
121.896,0.00349666,,-0.00349666,0.0109215
122.018,0.00350715,,-0.00350715,0.0109215
122.14,0.00352289,,-0.00352289,0.0109215
122.262,0.00353147,,-0.00353147,0.0109215
122.384,0.00353719,,-0.00353719,0.0109215
122.506,0.00354387,,-0.00354387,0.0109215
122.631,0.0035639,,-0.0035639,0.0109215
122.761,0.00356485,,-0.00356485,0.0109215
122.881,0.003572,,-0.003572,0.0109215
122.997,0.00358678,,-0.00358678,0.0109215
123.122,0.0036049,,-0.0036049,0.0109215
123.244,0.00361921,,-0.00361921,0.0109215
123.366,0.00362302,,-0.00362302,0.0109215
123.486,0.00363304,,-0.00363304,0.0109215
123.613,0.0036483,,-0.0036483,0.0109215
123.727,0.00366022,,-0.00366022,0.0109215
123.847,0.00367643,,-0.00367643,0.0109215
123.964,0.00370504,,-0.00370504,0.0109215
124.075,0.00371744,,-0.00371744,0.0109215
124.197,0.00373127,,-0.00373127,0.0109215
124.314,0.003747,,-0.003747,0.0109215
124.442,0.00377275,,-0.00377275,0.0109215
124.558,0.00377657,,-0.00377657,0.0109215
124.67,0.00380327,,-0.00380327,0.0109215
124.782,0.00381567,,-0.00381567,0.0109215
124.891,0.00383617,,-0.00383617,0.0109215
125.005,0.00385047,,-0.00385047,0.0109215
125.112,0.00386001,,-0.00386001,0.0109215
125.221,0.00388624,,-0.00388624,0.0109215
125.338,0.003912,,-0.003912,0.0109215
125.449,0.00392583,,-0.00392583,0.0109215
125.566,0.00392678,,-0.00392678,0.0109215
125.678,0.00395015,,-0.00395015,0.0109215
125.795,0.00397637,,-0.00397637,0.0109215
125.906,0.00400308,,-0.00400308,0.0109215
126.018,0.00401595,,-0.00401595,0.0109215
126.135,0.00404456,,-0.00404456,0.0109215
126.244,0.00405744,,-0.00405744,0.0109215
126.348,0.00408414,,-0.00408414,0.0109215
126.46,0.0041118,,-0.0041118,0.0109215
126.564,0.00413707,,-0.00413707,0.0109215
